Date,Amount_INR,Transaction_Status,Fraud_Flag,Is_Success,State,Merchant_Category,Transaction_Type,Device_Type,Network_Type,Sender_Bank,Receiver_Bank,Sender_Age_Group,Transaction_Authenticity
2024-02-17,1109,Success,0,1,Andhra Pradesh,Entertainment,P2M,Android,4G,ICICI,Paytm Bank,36-45,Authenticated
2024-07-15,112,Success,0,1,Gujarat,Entertainment,P2M,iOS,4G,ICICI,HDFC,26-35,Authenticated
2024-03-20,555,Failed,0,0,Rajasthan,Food,P2M,Android,4G,Paytm Bank,SBI,36-45,Authenticated
2024-08-28,1035,Success,0,1,Rajasthan,Food,P2M,Android,4G,ICICI,SBI,26-35,Authenticated
2024-09-09,1399,Failed,0,0,Delhi,Utilities,Bill Payment,iOS,5G,Paytm Bank,SBI,18-25,Authenticated
2024-02-29,206,Success,0,1,Rajasthan,Utilities,Bill Payment,Android,5G,Axis,HDFC,18-25,Authenticated
2024-01-18,563,Success,0,1,Tamil Nadu,Entertainment,P2M,Android,WiFi,PNB,Yes Bank,26-35,Authenticated
2024-06-17,1051,Failed,0,0,Karnataka,Utilities,Bill Payment,Android,4G,UPI-Pay,Yes Bank,36-45,Authenticated
2024-06-28,853,Success,0,1,Maharashtra,Other,P2P,Android,4G,UPI-Pay,Paytm Bank,26-35,Authenticated
2024-02-26,1010,Success,0,1,Karnataka,Shopping,P2M,iOS,5G,HDFC,Yes Bank,26-35,Authenticated
2024-04-05,272,Success,0,1,West Bengal,Fuel,P2M,Android,4G,UPI-Pay,Paytm Bank,46-55,Authenticated
2024-01-07,420,Success,0,1,Telangana,Utilities,Bill Payment,Android,5G,PNB,ICICI,26-35,Authenticated
2024-02-13,7306,Success,0,1,Tamil Nadu,Other,P2P,iOS,5G,SBI,Paytm Bank,36-45,Authenticated
2024-10-26,1239,Success,0,1,Delhi,Other,P2P,Android,5G,Yes Bank,ICICI,18-25,Authenticated
2024-08-30,825,Success,0,1,Gujarat,Other,P2P,Android,5G,HDFC,Paytm Bank,36-45,Authenticated
2024-10-31,961,Success,0,1,Andhra Pradesh,Utilities,Bill Payment,Android,4G,ICICI,Axis,46-55,Authenticated
2024-09-10,1152,Success,0,1,Delhi,Other,P2P,Android,5G,Axis,UPI-Pay,26-35,Authenticated
2024-03-28,7993,Success,0,1,Delhi,Education,P2M,Android,4G,SBI,Yes Bank,36-45,Authenticated
2024-09-14,6945,Success,0,1,Telangana,Other,P2P,Android,4G,Paytm Bank,HDFC,18-25,Authenticated
2024-01-24,370,Success,0,1,Uttar Pradesh,Utilities,Bill Payment,Android,4G,PNB,Paytm Bank,26-35,Authenticated
2024-01-15,666,Success,0,1,Rajasthan,Utilities,Bill Payment,Android,WiFi,Yes Bank,UPI-Pay,18-25,Authenticated
2024-03-15,139,Success,0,1,Uttar Pradesh,Other,P2P,Android,5G,HDFC,Yes Bank,18-25,Authenticated
2024-07-13,539,Failed,0,0,Maharashtra,Other,P2P,Android,4G,Yes Bank,UPI-Pay,36-45,Authenticated
2024-02-13,967,Success,0,1,Maharashtra,Other,P2P,Android,4G,Axis,SBI,56+,Authenticated
2024-09-02,176,Success,0,1,Gujarat,Utilities,Bill Payment,iOS,5G,UPI-Pay,HDFC,18-25,Authenticated
2024-03-15,3700,Failed,0,0,Maharashtra,Healthcare,P2M,Android,5G,Yes Bank,HDFC,36-45,Authenticated
2024-10-04,1436,Success,0,1,Andhra Pradesh,Transport,P2M,Android,4G,Axis,Paytm Bank,26-35,Authenticated
2024-02-14,1089,Success,0,1,Tamil Nadu,Other,Recharge,Android,5G,Paytm Bank,SBI,26-35,Authenticated
2024-07-08,1376,Success,0,1,Andhra Pradesh,Other,P2P,iOS,4G,SBI,UPI-Pay,36-45,Authenticated
2024-05-27,561,Failed,0,0,Uttar Pradesh,Other,P2P,Android,4G,SBI,Paytm Bank,46-55,Authenticated
2024-06-11,1191,Failed,0,0,Tamil Nadu,Utilities,Bill Payment,Android,4G,SBI,Yes Bank,36-45,Authenticated
2024-11-09,1489,Success,0,1,Maharashtra,Other,P2P,Android,4G,ICICI,UPI-Pay,18-25,Authenticated
2024-02-21,602,Success,0,1,Delhi,Other,P2P,Android,4G,Yes Bank,HDFC,18-25,Authenticated
2024-07-15,1366,Success,0,1,Karnataka,Other,P2P,Android,4G,UPI-Pay,SBI,36-45,Authenticated
2024-10-06,559,Success,0,1,Karnataka,Utilities,Bill Payment,Android,4G,Paytm Bank,Axis,36-45,Authenticated
2024-04-15,1349,Success,0,1,Uttar Pradesh,Other,P2P,Android,4G,PNB,Yes Bank,18-25,Authenticated
2024-01-18,1372,Success,0,1,Telangana,Other,P2P,Android,5G,Yes Bank,PNB,26-35,Authenticated
2024-08-06,1494,Failed,0,0,Tamil Nadu,Utilities,P2M,Android,4G,Paytm Bank,PNB,36-45,Authenticated
2024-08-25,657,Success,0,1,Tamil Nadu,Other,P2P,Android,4G,HDFC,ICICI,26-35,Authenticated
2024-12-02,912,Success,0,1,Maharashtra,Other,P2P,Android,5G,ICICI,PNB,18-25,Authenticated
2024-07-17,978,Success,0,1,Tamil Nadu,Shopping,P2M,iOS,4G,Axis,HDFC,26-35,Authenticated
2024-09-01,318,Success,0,1,Rajasthan,Shopping,P2M,Android,4G,HDFC,Yes Bank,26-35,Authenticated
2024-04-03,1445,Success,0,1,Delhi,Utilities,P2M,Android,4G,HDFC,ICICI,26-35,Authenticated
2024-10-27,6812,Success,0,1,Delhi,Other,Recharge,iOS,4G,Axis,PNB,26-35,Authenticated
2024-05-15,1131,Success,0,1,Maharashtra,Other,P2P,iOS,4G,SBI,Axis,18-25,Authenticated
2024-09-21,986,Success,0,1,Rajasthan,Other,Recharge,Android,4G,ICICI,Yes Bank,56+,Authenticated
2024-01-09,711,Success,0,1,Maharashtra,Fuel,P2M,Android,4G,Yes Bank,UPI-Pay,18-25,Authenticated
2024-01-31,997,Success,0,1,Tamil Nadu,Utilities,Bill Payment,Android,5G,HDFC,PNB,26-35,Authenticated
2024-04-02,1237,Success,0,1,Andhra Pradesh,Other,P2P,Android,5G,PNB,Yes Bank,18-25,Authenticated
2024-07-31,8340,Success,0,1,Gujarat,Utilities,Bill Payment,Android,4G,Axis,SBI,18-25,Authenticated
2024-07-19,787,Success,0,1,Gujarat,Other,Recharge,Android,4G,SBI,Yes Bank,26-35,Authenticated
2024-05-14,1261,Success,0,1,Maharashtra,Other,P2P,Android,4G,Paytm Bank,Yes Bank,46-55,Authenticated
2024-12-02,3553,Failed,0,0,Andhra Pradesh,Transport,P2M,Android,5G,PNB,Paytm Bank,26-35,Authenticated
2024-08-12,925,Success,0,1,Andhra Pradesh,Transport,P2M,Android,4G,UPI-Pay,Yes Bank,26-35,Authenticated
2024-07-29,652,Success,0,1,Uttar Pradesh,Education,P2M,iOS,4G,ICICI,Yes Bank,26-35,Authenticated
2024-08-19,991,Success,0,1,Tamil Nadu,Utilities,Bill Payment,Android,4G,Paytm Bank,HDFC,26-35,Authenticated
2024-12-15,624,Success,0,1,Maharashtra,Other,P2P,Android,4G,HDFC,Paytm Bank,18-25,Authenticated
2024-09-01,5478,Success,0,1,Maharashtra,Other,P2P,Android,5G,HDFC,Yes Bank,36-45,Authenticated
2024-08-29,1617,Success,0,1,Maharashtra,Transport,P2M,Android,4G,ICICI,Axis,36-45,Authenticated
2024-12-17,485,Success,0,1,Rajasthan,Utilities,P2M,Android,4G,HDFC,Axis,18-25,Authenticated
2024-06-05,176,Success,0,1,Telangana,Other,Recharge,Android,4G,Axis,UPI-Pay,36-45,Authenticated
2024-10-27,1001,Success,0,1,Andhra Pradesh,Fuel,P2M,Android,5G,UPI-Pay,SBI,36-45,Authenticated
2024-05-14,527,Success,0,1,West Bengal,Other,P2P,Android,4G,UPI-Pay,HDFC,46-55,Authenticated
2024-09-01,328,Success,0,1,West Bengal,Grocery,P2M,iOS,4G,ICICI,UPI-Pay,18-25,Authenticated
2024-12-11,1140,Success,0,1,Tamil Nadu,Other,Recharge,Android,4G,Yes Bank,ICICI,46-55,Authenticated
2024-05-13,285,Success,0,1,Tamil Nadu,Other,P2P,Android,WiFi,UPI-Pay,Axis,36-45,Authenticated
2024-03-10,1290,Success,0,1,Karnataka,Other,P2P,Android,4G,SBI,ICICI,26-35,Authenticated
2024-11-08,353,Success,0,1,Uttar Pradesh,Other,P2P,Android,WiFi,SBI,Paytm Bank,26-35,Authenticated
2024-10-28,783,Success,0,1,Maharashtra,Other,P2P,Android,4G,Paytm Bank,SBI,18-25,Authenticated
2024-08-03,508,Failed,0,0,Telangana,Other,P2P,Android,5G,UPI-Pay,ICICI,18-25,Authenticated
2024-05-25,672,Success,0,1,Delhi,Utilities,P2M,iOS,4G,UPI-Pay,SBI,46-55,Authenticated
2024-04-06,354,Success,0,1,Tamil Nadu,Utilities,Bill Payment,Android,5G,Paytm Bank,ICICI,26-35,Authenticated
2024-07-13,5677,Success,0,1,Telangana,Healthcare,P2M,Android,4G,SBI,Axis,18-25,Authenticated
2024-03-31,1242,Success,0,1,Maharashtra,Utilities,P2M,Android,4G,ICICI,Paytm Bank,26-35,Authenticated
2024-08-19,740,Success,0,1,West Bengal,Other,Recharge,Android,4G,SBI,Yes Bank,18-25,Authenticated
2024-12-30,468,Success,0,1,Andhra Pradesh,Other,P2P,Android,4G,HDFC,PNB,26-35,Authenticated
2024-02-09,569,Success,0,1,Maharashtra,Entertainment,P2M,Android,4G,Axis,HDFC,36-45,Authenticated
2024-02-04,714,Success,0,1,Andhra Pradesh,Utilities,Bill Payment,iOS,4G,Paytm Bank,PNB,18-25,Authenticated
2024-09-17,713,Success,0,1,Gujarat,Other,P2P,Android,4G,Paytm Bank,Axis,56+,Authenticated
2024-03-19,2705,Success,0,1,Andhra Pradesh,Other,P2P,Android,4G,ICICI,UPI-Pay,36-45,Authenticated
2024-02-18,517,Success,0,1,Uttar Pradesh,Other,P2M,Android,4G,SBI,Axis,56+,Authenticated
2024-01-29,3402,Success,0,1,Andhra Pradesh,Healthcare,P2M,Android,5G,SBI,HDFC,46-55,Authenticated
2024-05-07,1304,Success,0,1,Karnataka,Other,P2P,iOS,4G,Yes Bank,UPI-Pay,26-35,Suspicious
2024-07-17,670,Success,0,1,Andhra Pradesh,Other,Recharge,Android,4G,SBI,Paytm Bank,26-35,Authenticated
2024-10-01,865,Success,0,1,Andhra Pradesh,Utilities,Bill Payment,Android,5G,Axis,SBI,56+,Authenticated
2024-12-09,307,Success,0,1,Karnataka,Other,P2P,Android,5G,ICICI,SBI,36-45,Authenticated
2024-04-13,1434,Success,0,1,Gujarat,Other,P2P,Android,WiFi,UPI-Pay,PNB,18-25,Authenticated
2024-09-03,1458,Success,0,1,Telangana,Utilities,P2M,Android,4G,UPI-Pay,HDFC,18-25,Authenticated
2024-07-17,867,Success,0,1,Rajasthan,Grocery,P2M,Android,WiFi,Paytm Bank,Yes Bank,36-45,Authenticated
2024-02-09,1189,Success,0,1,Karnataka,Other,P2P,Android,5G,Yes Bank,SBI,26-35,Authenticated
2024-03-22,912,Success,0,1,Maharashtra,Other,P2P,Android,5G,Paytm Bank,ICICI,36-45,Authenticated
2024-02-25,1471,Success,0,1,West Bengal,Other,P2P,Android,5G,Yes Bank,PNB,26-35,Authenticated
2024-12-13,540,Success,0,1,Maharashtra,Other,P2P,iOS,5G,UPI-Pay,Yes Bank,18-25,Authenticated
2024-01-26,348,Success,0,1,Rajasthan,Entertainment,P2M,Android,4G,ICICI,UPI-Pay,26-35,Authenticated
2024-07-11,996,Failed,0,0,Rajasthan,Transport,P2M,iOS,4G,UPI-Pay,Axis,26-35,Authenticated
2024-02-19,1113,Success,0,1,Karnataka,Education,P2M,iOS,4G,Paytm Bank,Yes Bank,56+,Authenticated
2024-09-22,946,Success,0,1,Tamil Nadu,Transport,P2M,Android,WiFi,SBI,ICICI,36-45,Authenticated
2024-07-19,1410,Success,0,1,Telangana,Utilities,Bill Payment,Android,4G,HDFC,ICICI,36-45,Authenticated
2024-10-31,1251,Success,0,1,Delhi,Other,P2P,Android,WiFi,PNB,HDFC,26-35,Authenticated
2024-10-30,500,Failed,0,0,Andhra Pradesh,Grocery,P2M,Android,4G,ICICI,SBI,26-35,Authenticated
2024-01-19,630,Success,0,1,Maharashtra,Education,P2M,Android,4G,Axis,Yes Bank,36-45,Authenticated
2024-11-27,653,Success,0,1,Tamil Nadu,Healthcare,P2M,Android,5G,Paytm Bank,Yes Bank,26-35,Authenticated
2024-07-12,335,Success,0,1,Uttar Pradesh,Healthcare,P2M,Android,4G,Paytm Bank,Yes Bank,26-35,Authenticated
2024-06-10,1429,Success,0,1,Maharashtra,Other,P2P,Android,4G,Axis,Paytm Bank,26-35,Authenticated
2024-03-14,7057,Success,0,1,Uttar Pradesh,Shopping,P2M,Android,4G,SBI,HDFC,46-55,Authenticated
2024-05-25,216,Success,0,1,Maharashtra,Healthcare,P2M,Android,4G,Paytm Bank,PNB,36-45,Authenticated
2024-04-24,1371,Success,0,1,Tamil Nadu,Utilities,Bill Payment,Android,4G,SBI,PNB,36-45,Authenticated
2024-05-16,1110,Success,0,1,Tamil Nadu,Utilities,P2M,iOS,4G,ICICI,Axis,18-25,Authenticated
2024-08-29,415,Success,0,1,Telangana,Other,P2P,iOS,5G,HDFC,ICICI,36-45,Authenticated
2024-09-29,3777,Success,0,1,Tamil Nadu,Other,Recharge,iOS,5G,PNB,ICICI,36-45,Authenticated
2024-10-09,273,Failed,0,0,Telangana,Other,P2M,Android,5G,Axis,Yes Bank,26-35,Authenticated
2024-07-10,3760,Success,0,1,Karnataka,Other,P2P,iOS,4G,UPI-Pay,HDFC,36-45,Authenticated
2024-05-02,1124,Success,0,1,Gujarat,Utilities,Bill Payment,iOS,5G,Yes Bank,UPI-Pay,46-55,Authenticated
2024-11-01,381,Success,0,1,Gujarat,Other,P2P,Android,4G,Axis,UPI-Pay,56+,Authenticated
2024-10-25,1437,Success,0,1,Karnataka,Other,P2P,Android,4G,PNB,ICICI,36-45,Authenticated
2024-02-07,1080,Success,0,1,Rajasthan,Utilities,Bill Payment,iOS,5G,Yes Bank,SBI,26-35,Authenticated
2024-02-23,267,Success,0,1,Delhi,Other,P2P,Android,4G,HDFC,Paytm Bank,36-45,Authenticated
2024-09-30,508,Failed,0,0,West Bengal,Other,P2M,Android,5G,PNB,ICICI,26-35,Authenticated
2024-03-01,1277,Success,0,1,Karnataka,Entertainment,P2M,Android,WiFi,Paytm Bank,SBI,26-35,Authenticated
2024-03-31,953,Success,0,1,Karnataka,Other,P2P,Android,4G,UPI-Pay,ICICI,26-35,Authenticated
2024-12-10,1044,Success,0,1,Telangana,Other,P2P,Android,4G,HDFC,PNB,36-45,Authenticated
2024-12-19,1173,Success,0,1,West Bengal,Utilities,Bill Payment,Android,WiFi,HDFC,UPI-Pay,26-35,Authenticated
2024-08-08,8588,Success,0,1,Maharashtra,Food,P2M,Android,4G,HDFC,Axis,46-55,Authenticated
2024-01-14,627,Success,0,1,Karnataka,Other,P2P,Android,4G,HDFC,SBI,36-45,Authenticated
2024-12-23,1045,Success,0,1,Gujarat,Transport,P2M,Android,5G,HDFC,Paytm Bank,46-55,Authenticated
2024-11-25,1235,Success,0,1,Rajasthan,Utilities,P2M,Android,4G,Yes Bank,Paytm Bank,26-35,Authenticated
2024-03-01,1101,Success,0,1,Gujarat,Other,P2P,Android,WiFi,Yes Bank,HDFC,18-25,Authenticated
2024-12-12,9838,Success,0,1,Delhi,Shopping,P2M,iOS,5G,UPI-Pay,PNB,36-45,Authenticated
2024-09-21,178,Success,0,1,Uttar Pradesh,Other,P2P,Android,5G,Axis,ICICI,56+,Authenticated
2024-07-10,238,Success,0,1,Maharashtra,Fuel,P2M,Android,4G,UPI-Pay,Axis,18-25,Authenticated
2024-09-04,571,Success,0,1,Tamil Nadu,Food,P2M,Android,4G,SBI,ICICI,36-45,Authenticated
2024-12-29,306,Success,0,1,Gujarat,Grocery,P2M,Android,5G,Yes Bank,UPI-Pay,26-35,Authenticated
2024-11-05,1297,Success,0,1,Gujarat,Other,Recharge,Android,4G,PNB,UPI-Pay,18-25,Authenticated
2024-11-09,1142,Success,0,1,West Bengal,Utilities,Bill Payment,Android,WiFi,ICICI,UPI-Pay,36-45,Authenticated
2024-07-15,270,Success,0,1,Uttar Pradesh,Other,P2P,Android,4G,UPI-Pay,Yes Bank,26-35,Authenticated
2024-02-17,525,Success,0,1,Telangana,Other,P2P,Android,WiFi,PNB,HDFC,18-25,Authenticated
2024-05-05,609,Success,0,1,Uttar Pradesh,Transport,P2M,Android,4G,UPI-Pay,Paytm Bank,26-35,Authenticated
2024-09-17,677,Success,0,1,Karnataka,Other,P2P,Android,4G,Axis,HDFC,36-45,Authenticated
2024-09-21,776,Success,0,1,West Bengal,Other,Recharge,Android,4G,Yes Bank,Paytm Bank,26-35,Authenticated
2024-09-01,4811,Success,0,1,Delhi,Grocery,P2M,Android,4G,UPI-Pay,SBI,46-55,Authenticated
2024-03-11,432,Success,0,1,Tamil Nadu,Grocery,P2M,Android,4G,ICICI,PNB,46-55,Authenticated
2024-03-13,514,Success,0,1,Andhra Pradesh,Utilities,Bill Payment,Android,4G,ICICI,Yes Bank,26-35,Authenticated
2024-08-03,1390,Success,0,1,Telangana,Other,Recharge,Android,4G,HDFC,Axis,26-35,Authenticated
2024-08-01,474,Success,0,1,Maharashtra,Other,P2P,Android,4G,Paytm Bank,PNB,26-35,Authenticated
2024-01-14,366,Success,0,1,Tamil Nadu,Entertainment,P2M,Android,4G,ICICI,UPI-Pay,26-35,Authenticated
2024-08-06,1438,Success,0,1,Delhi,Other,P2P,iOS,4G,Paytm Bank,SBI,26-35,Authenticated
2024-10-21,1371,Success,0,1,Uttar Pradesh,Education,P2M,iOS,4G,SBI,ICICI,36-45,Authenticated
2024-03-22,773,Success,0,1,Uttar Pradesh,Utilities,Bill Payment,Android,WiFi,UPI-Pay,HDFC,26-35,Authenticated
2024-11-24,7144,Success,0,1,Maharashtra,Other,P2P,iOS,4G,PNB,UPI-Pay,26-35,Authenticated
2024-02-24,555,Success,0,1,Rajasthan,Shopping,P2M,Android,4G,Paytm Bank,HDFC,18-25,Authenticated
2024-07-29,103,Success,0,1,Andhra Pradesh,Other,P2P,Android,5G,Yes Bank,ICICI,26-35,Authenticated
2024-01-01,716,Success,0,1,Gujarat,Other,Recharge,Android,5G,SBI,Yes Bank,26-35,Authenticated
2024-02-22,9849,Success,0,1,Maharashtra,Other,P2P,Android,4G,Paytm Bank,ICICI,46-55,Authenticated
2024-10-31,799,Success,0,1,Gujarat,Food,P2M,Android,4G,SBI,Yes Bank,26-35,Authenticated
2024-11-17,762,Success,0,1,Delhi,Fuel,P2M,Android,4G,Paytm Bank,Axis,18-25,Authenticated
2024-03-17,1008,Success,0,1,Maharashtra,Other,P2P,Android,4G,SBI,UPI-Pay,36-45,Authenticated
2024-07-26,1109,Success,0,1,Rajasthan,Other,Recharge,Android,5G,Yes Bank,SBI,18-25,Authenticated
2024-06-30,721,Success,0,1,Telangana,Food,P2M,iOS,4G,PNB,Yes Bank,36-45,Authenticated
2024-11-11,1167,Success,0,1,Delhi,Fuel,P2M,Android,4G,SBI,ICICI,36-45,Authenticated
2024-04-26,613,Success,0,1,Rajasthan,Other,P2P,Android,4G,Paytm Bank,HDFC,18-25,Authenticated
2024-05-18,1182,Success,0,1,Karnataka,Other,P2P,Android,4G,HDFC,Paytm Bank,36-45,Authenticated
2024-08-11,6665,Success,0,1,Delhi,Other,P2P,Android,WiFi,HDFC,Axis,26-35,Authenticated
2024-03-19,1047,Success,0,1,Maharashtra,Other,P2P,Android,4G,Paytm Bank,Yes Bank,26-35,Authenticated
2024-03-06,1287,Success,0,1,Tamil Nadu,Other,P2P,Android,WiFi,SBI,Paytm Bank,36-45,Authenticated
2024-01-14,706,Success,0,1,Karnataka,Other,P2P,Android,5G,PNB,ICICI,26-35,Authenticated
2024-06-17,200,Success,0,1,Karnataka,Other,P2P,iOS,4G,HDFC,Paytm Bank,18-25,Authenticated
2024-05-17,1405,Success,0,1,West Bengal,Other,Recharge,Android,4G,HDFC,PNB,26-35,Authenticated
2024-10-15,991,Success,0,1,Karnataka,Other,P2P,iOS,5G,Yes Bank,ICICI,26-35,Authenticated
2024-03-09,842,Success,0,1,Andhra Pradesh,Transport,P2M,Android,4G,ICICI,Yes Bank,56+,Authenticated
2024-01-22,248,Success,0,1,Uttar Pradesh,Other,P2P,Android,5G,ICICI,HDFC,18-25,Authenticated
2024-04-02,991,Success,0,1,Rajasthan,Fuel,P2M,Android,4G,ICICI,HDFC,26-35,Authenticated
2024-04-07,6575,Success,0,1,Karnataka,Other,P2P,Android,4G,ICICI,PNB,18-25,Authenticated
2024-09-25,1458,Success,0,1,Gujarat,Utilities,Bill Payment,iOS,4G,Axis,Paytm Bank,56+,Authenticated
2024-04-17,963,Success,0,1,Tamil Nadu,Education,P2M,iOS,5G,HDFC,SBI,56+,Authenticated
2024-02-12,2410,Success,0,1,Tamil Nadu,Other,Recharge,iOS,4G,Axis,PNB,46-55,Authenticated
2024-09-23,121,Success,0,1,Karnataka,Entertainment,P2M,iOS,4G,Yes Bank,PNB,36-45,Authenticated
2024-10-10,123,Failed,0,0,Rajasthan,Other,P2P,Android,4G,UPI-Pay,Yes Bank,26-35,Authenticated
2024-01-22,1212,Success,0,1,Delhi,Utilities,Bill Payment,Android,4G,ICICI,Paytm Bank,26-35,Authenticated
2024-04-04,938,Success,0,1,Karnataka,Other,P2P,Android,4G,SBI,PNB,26-35,Authenticated
2024-09-04,3642,Success,0,1,West Bengal,Other,P2P,iOS,WiFi,SBI,Axis,36-45,Authenticated
2024-03-29,206,Success,0,1,Rajasthan,Other,P2P,Android,4G,HDFC,PNB,36-45,Authenticated
2024-06-02,1412,Success,0,1,Maharashtra,Healthcare,P2M,Android,4G,Yes Bank,PNB,36-45,Authenticated
2024-03-11,4787,Success,0,1,Maharashtra,Other,P2P,Android,5G,Yes Bank,SBI,18-25,Authenticated
2024-11-09,253,Success,0,1,Karnataka,Other,P2P,iOS,5G,ICICI,PNB,26-35,Authenticated
2024-04-04,677,Success,0,1,Maharashtra,Other,P2P,Android,5G,UPI-Pay,Yes Bank,26-35,Authenticated
2024-02-18,428,Success,0,1,Rajasthan,Healthcare,P2M,Android,WiFi,UPI-Pay,PNB,36-45,Authenticated
2024-10-02,333,Success,0,1,Telangana,Utilities,Bill Payment,Android,4G,SBI,UPI-Pay,36-45,Authenticated
2024-01-13,133,Success,0,1,Karnataka,Other,P2P,Android,4G,UPI-Pay,Paytm Bank,36-45,Authenticated
2024-07-14,121,Success,0,1,Delhi,Other,P2P,Android,4G,Yes Bank,Axis,18-25,Authenticated
2024-05-24,118,Success,0,1,Telangana,Utilities,P2M,Android,4G,SBI,PNB,26-35,Authenticated
2024-07-08,681,Success,0,1,Telangana,Healthcare,P2M,Android,5G,Paytm Bank,SBI,26-35,Authenticated
2024-09-25,442,Success,0,1,Maharashtra,Utilities,P2M,Android,4G,Axis,PNB,18-25,Authenticated
2024-10-03,9058,Success,0,1,Gujarat,Other,P2P,Android,WiFi,Paytm Bank,SBI,36-45,Authenticated
2024-07-31,134,Success,0,1,Delhi,Other,P2P,Android,5G,SBI,ICICI,26-35,Authenticated
2024-11-12,293,Success,0,1,Rajasthan,Utilities,Bill Payment,Android,5G,UPI-Pay,Yes Bank,36-45,Authenticated
2024-10-10,709,Failed,0,0,Maharashtra,Other,P2P,iOS,WiFi,HDFC,Paytm Bank,26-35,Authenticated
2024-10-26,341,Success,0,1,Tamil Nadu,Other,P2P,iOS,WiFi,Yes Bank,SBI,36-45,Authenticated
2024-10-31,102,Failed,0,0,West Bengal,Entertainment,P2M,Android,4G,Paytm Bank,UPI-Pay,18-25,Authenticated
2024-09-10,1007,Success,0,1,Rajasthan,Other,P2P,Android,5G,HDFC,ICICI,36-45,Authenticated
2024-11-17,721,Success,0,1,Uttar Pradesh,Other,P2P,iOS,5G,UPI-Pay,ICICI,26-35,Authenticated
2024-12-01,1271,Success,0,1,Telangana,Other,P2P,Android,4G,Axis,Yes Bank,36-45,Authenticated
2024-06-09,744,Success,0,1,Uttar Pradesh,Utilities,Bill Payment,Android,4G,ICICI,Yes Bank,56+,Authenticated
2024-04-23,1496,Success,0,1,Uttar Pradesh,Shopping,P2M,Android,5G,PNB,Paytm Bank,36-45,Authenticated
2024-12-26,1245,Success,0,1,Rajasthan,Other,P2P,Android,4G,HDFC,Paytm Bank,26-35,Authenticated
2024-03-16,441,Success,0,1,Maharashtra,Other,P2P,Android,WiFi,Yes Bank,ICICI,26-35,Authenticated
2024-03-24,229,Success,0,1,Maharashtra,Other,P2P,Android,4G,Paytm Bank,PNB,46-55,Authenticated
2024-06-06,510,Success,0,1,Uttar Pradesh,Other,P2P,Android,4G,PNB,ICICI,18-25,Authenticated
2024-10-30,1491,Success,0,1,Uttar Pradesh,Other,P2M,Android,5G,ICICI,UPI-Pay,26-35,Authenticated
2024-08-08,927,Success,0,1,Uttar Pradesh,Other,P2P,Android,4G,Paytm Bank,PNB,46-55,Authenticated
2024-04-07,379,Success,0,1,Uttar Pradesh,Entertainment,P2M,Android,4G,PNB,Paytm Bank,46-55,Authenticated
2024-07-21,1111,Failed,0,0,Delhi,Transport,P2M,Android,4G,Paytm Bank,Yes Bank,26-35,Authenticated
2024-10-23,560,Success,0,1,Maharashtra,Shopping,P2M,Android,4G,Yes Bank,Axis,26-35,Authenticated
2024-04-04,1333,Success,0,1,Maharashtra,Fuel,P2M,iOS,4G,PNB,ICICI,26-35,Authenticated
2024-12-14,1463,Success,0,1,Andhra Pradesh,Entertainment,P2M,Android,5G,Axis,SBI,36-45,Authenticated
2024-09-18,2909,Success,0,1,Maharashtra,Other,P2P,Android,4G,UPI-Pay,Yes Bank,36-45,Suspicious
2024-06-02,1118,Success,0,1,Rajasthan,Fuel,P2M,Android,4G,PNB,ICICI,26-35,Authenticated
2024-12-18,2270,Success,0,1,Delhi,Other,P2P,Android,5G,Yes Bank,Paytm Bank,26-35,Authenticated
2024-09-12,1281,Success,0,1,Uttar Pradesh,Other,P2P,Android,4G,Paytm Bank,SBI,36-45,Authenticated
2024-01-04,189,Success,0,1,Andhra Pradesh,Other,P2P,Android,4G,SBI,HDFC,18-25,Authenticated
2024-11-16,864,Success,0,1,Delhi,Other,P2M,iOS,4G,HDFC,SBI,56+,Authenticated
2024-07-15,1283,Success,0,1,Karnataka,Grocery,P2M,iOS,4G,UPI-Pay,Axis,26-35,Authenticated
2024-07-09,1327,Success,0,1,Karnataka,Other,P2P,Android,4G,ICICI,PNB,26-35,Authenticated
2024-02-20,271,Success,0,1,Rajasthan,Other,P2P,Android,4G,SBI,ICICI,36-45,Authenticated
2024-02-13,692,Success,0,1,Uttar Pradesh,Other,Recharge,Android,5G,Paytm Bank,PNB,18-25,Authenticated
2024-07-25,2865,Success,0,1,Karnataka,Other,P2P,Android,4G,PNB,Axis,46-55,Authenticated
2024-11-17,1425,Success,0,1,Maharashtra,Other,P2M,Android,4G,ICICI,HDFC,26-35,Authenticated
2024-12-24,1129,Success,0,1,Telangana,Utilities,Bill Payment,Android,4G,Paytm Bank,ICICI,26-35,Authenticated
2024-11-23,957,Success,0,1,Rajasthan,Other,P2P,Android,4G,ICICI,Yes Bank,26-35,Authenticated
2024-03-06,1226,Success,0,1,Karnataka,Other,P2P,Android,5G,Yes Bank,ICICI,46-55,Authenticated
2024-12-15,1110,Success,0,1,Maharashtra,Other,P2M,Android,WiFi,PNB,ICICI,36-45,Authenticated
2024-11-20,1438,Success,0,1,Uttar Pradesh,Other,P2P,Android,5G,ICICI,PNB,26-35,Authenticated
2024-08-13,1233,Success,0,1,Rajasthan,Other,P2P,Android,4G,Paytm Bank,PNB,18-25,Authenticated
